ListingMonth,host_total_listings,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,number_of_reviews,review_scores_rating,reviews_per_month,PricePerNight
6.1,896,4,2,2,2,4,2,15,89,0.62,159
2.1,34,6,2,2,3,4,2,2,100,0.44,704
5.1,1,4,2.5,2,2,1,2,3,100,0.45,273
2.6,5,4,1,1,4,2,2,39,99,1.27,147
2.3,1,8,2.5,3,4,6,2,61,94,4.01,147
3.2,10,6,1,3,3,6,1,161,93,4.92,191
4.7,12,5,2,2,2,4,3,179,93,3.27,201
7.9,1,4,1,2,3,2,3,260,97,2.79,128
5.5,2,4,1,2,2,1,3,3,100,0.62,104
5.5,0,6,3.5,3,3,4,2,37,99,0.63,501
4.8,2,6,1,3,3,1,2,75,95,4.07,110
0.9,2,9,1.5,3,5,1,3,2,100,2,133
0.8,1,4,1,1,1,1,1,52,95,6.19,72
1.8,1,2,1,1,1,1,1,60,99,3.18,63
2.2,44,5,1,1,2,1,1,69,95,3.94,103
6.6,1,3,1,1,2,2,1,74,95,3.92,78
8.7,2,4,1,1,1,1,2,33,96,0.32,64
4.6,9,1,3,1,2,1,1,31,92,0.61,25
4.1,3,4,1,1,2,3,2,72,99,2.11,97
4.6,2,2,1,1,1,2,1,67,99,1.22,104
7.7,1,2,1,1,1,2,1,104,97,4.36,69
5.3,1,2,1,1,1,1,1,23,90,4.11,80
6.5,56,3,1,1,2,3,1,18,98,1.08,78
6.3,5,2,1.5,1,1,2,3,92,98,2.01,88
3,0,4,1,1,2,2,2,146,99,7.93,102
1.7,117,6,2,2,3,1,1,11,100,2.66,247
2.9,13,4,1,0,2,4,1,14,89,2.21,72
3.3,1,6,1,2,2,4,2,158,99,4.09,84
1.5,1,2,1,1,1,2,2,21,87,1.29,55
1.2,1,2,1,1,0,1,1,1,100,0.24,67
2.2,16,1,4,1,1,1,1,51,98,2.48,22
6.2,33,6,1,1,4,2,1,99,98,6.41,125
2,6,9,1.5,1,5,3,1,42,93,2.81,198
4.2,0,6,1,3,3,1,2,38,99,4.65,114
4.7,1,4,1,1,2,2,1,153,96,3.08,86
1,1,5,2,5,4,5,14,2,100,0.24,149
2.6,5,5,1,2,2,5,2,5,100,1.02,114
1.7,117,6,2,2,3,1,3,27,94,2.49,298
4.1,24,1,1,1,1,1,2,118,93,12.64,150
1.3,569,4,1,2,2,1,1,15,91,3.52,113
4.7,1,10,2.5,3,7,1,3,7,91,0.82,173
1.3,2,15,7,7,10,16,1,6,100,0.89,974
3.5,38,7,1,2,5,4,2,42,94,2.76,94
5.4,4,2,1,1,1,1,1,7,100,0.38,86
4,1,2,1,1,1,1,1,4,87,0.09,55
2.3,1,10,2.5,3,5,1,2,4,100,2.18,195
7.7,1,3,1,1,1,1,1,9,78,0.28,82
4.4,63,5,1,2,2,4,1,16,91,4.44,19
7.5,2,1,1,1,1,1,3,26,98,0.32,50
8.5,1,2,1,1,1,2,3,150,99,4.67,94
6.8,1,8,2.5,4,6,1,5,4,95,0.5,304
1,1,6,2,2,2,6,1,30,99,2.83,201
3.9,1,4,1,1,1,2,1,12,100,1.84,185
3.9,1,2,1,1,1,1,1,147,99,3.42,72
2.8,0,8,1,3,4,6,1,4,90,1.17,445
6.1,896,6,2,3,3,6,2,27,94,1.58,215
10.6,2,6,2,2,2,1,3,177,99,3.29,114
6.7,1,3,1,1,1,2,1,200,96,4.5,49
2,1,3,1,2,2,3,1,170,99,8.49,99
1.4,1,6,2,2,2,6,2,23,94,2.2,500
7,4,10,2.5,4,6,6,2,199,97,2.43,243
3.6,39,8,1,3,3,3,1,12,92,1.49,192
6.5,56,4,1,2,3,1,1,5,96,0.51,94
7.9,2,1,1,1,1,1,2,4,93,0.34,24
1,1,2,1,1,1,2,2,13,98,1.25,167
6.4,36,4,1,1,2,1,31,1,100,0.45,81
6.5,56,4,1,1,4,2,2,17,94,0.71,30
4.4,63,3,1,1,1,2,2,73,89,3.74,22
3.4,22,3,1,1,1,2,31,2,100,0.2,68
1.3,569,8,1,3,4,1,1,6,97,6,113
2.7,3,7,1,2,3,1,39,33,88,1.03,108
0.4,0,2,2,1,1,1,14,1,100,0.86,54
3.2,2,4,1,2,3,4,3,11,89,0.89,100
6.9,2,2,1,1,1,1,2,192,94,2.66,53
1.5,38,4,1,0,2,2,2,29,96,2.96,151
7.5,1,6,1,2,2,4,1,144,97,3.57,69
2.7,2,6,1,3,4,6,2,135,94,4.36,140
1.7,117,6,2,2,3,1,3,22,99,2.35,301
9,4,2,1,1,1,1,3,45,96,1.46,53
7.3,1,2,1.5,1,1,1,1,20,99,0.95,70
0.6,33,2,3,1,2,1,1,4,100,0.98,22
6.1,896,8,3,4,4,8,2,38,93,2.43,288
4.5,2,4,1,1,1,3,21,2,100,0.46,115
4.6,1,10,3,3,5,1,1,4,100,0.13,399
1.1,1,4,1,0,2,1,1,7,100,0.59,113
3.6,596,4,1,1,2,1,2,2,100,1.76,398
4.9,1,4,1,1,0,2,2,155,99,4.43,111
1,1,8,2,2,4,4,2,3,100,0.27,186
6,1,8,3,4,6,4,2,80,93,3.05,205
1.2,1,4,1,2,2,1,3,4,100,0.45,194
2.2,1,6,2,3,3,4,3,25,97,1.19,98
5.2,1,2,1,1,1,1,1,140,94,6.45,44
3.2,1,3,1,1,1,1,3,8,100,0.22,114
3.4,7,14,2,4,9,10,2,79,97,3.13,399
5.9,1,7,2.5,3,2,3,1,4,90,0.11,144
2.6,2,8,1,3,3,7,1,118,93,3.92,249
6.1,896,8,2,4,4,8,2,52,98,1.22,185
1.7,1,2,1.5,0,1,1,1,47,98,5.62,80
1.2,4,7,2,3,6,3,2,3,93,0.68,188
0.5,1,8,1,2,4,4,2,16,95,3.43,91
6.2,1,6,1,2,3,4,2,77,96,2.56,102
4.7,1,4,1,1,1,1,2,6,93,0.28,67
1.9,1,8,2,3,4,4,1,116,98,5.32,197
4,1,4,1.5,2,2,1,2,106,99,2.41,173
2.1,34,4,1,1,1,2,2,47,95,1.99,219
6.1,896,6,2,3,3,6,2,15,92,0.88,162
2.4,1,4,1,1,0,1,2,7,87,0.79,149
3.6,10,6,1,1,3,4,1,3,100,0.68,116
4.7,1,5,1,2,2,2,3,127,98,2.29,70
4,153,4,1,0,2,1,2,2,100,0.46,109
3.8,1,6,1,2,3,2,3,71,98,1.73,127
9.5,10,1,1,1,1,1,15,17,98,0.32,43
3.8,1,8,3.5,4,8,8,2,42,95,1.01,541
8.8,21,6,2,2,2,2,2,20,96,0.41,199
7.1,0,6,2.5,3,4,1,3,6,92,0.86,208
6.4,36,4,1,1,2,1,31,2,100,0.07,84
4.9,7,1,1,1,1,1,31,19,99,1.31,25
4.3,53,10,1,2,5,4,1,53,90,2.47,395
10.3,2,4,1,1,2,2,1,48,91,1.06,52
10.8,2,2,1,1,1,1,2,377,93,2.91,83
4,0,6,3,3,7,1,1,5,100,1.43,256
6.1,896,4,1,1,2,2,2,18,93,2.57,173
6.6,1283,2,1,0,1,2,2,23,98,2.41,149
3.9,1,6,2.5,2,4,6,2,85,100,1.93,152
7.2,69,16,4,5,16,2,2,2,90,0.34,208
4.7,1,6,2,3,3,4,3,114,88,2.7,95
1.7,117,4,2,2,4,1,3,20,97,3.57,300
2.3,6,3,1,1,1,1,2,78,98,2.99,204
4.6,2,4,1,2,2,2,3,11,98,0.37,104
1.1,1,4,1,2,2,2,1,29,100,2.35,94
2.4,1,10,2,4,4,8,3,114,99,4.15,234
2.6,0,8,2,4,4,1,2,39,100,5.37,251
4.5,1,2,1,1,1,1,1,112,98,2.33,78
1.7,1,2,1,1,1,2,2,45,97,2.36,40
2.6,22,10,2,3,3,4,3,60,93,2.88,204
3.7,9,8,2,3,8,2,2,24,93,1.69,91
2.2,44,3,1,1,1,1,1,59,95,3.63,105
7.1,24,8,2,3,4,4,1,346,99,4.79,298
4.8,2,2,2,1,1,2,1,11,90,0.35,72
1.5,1,11,2,3,3,4,1,89,99,5.33,102
3.5,0,8,2.5,3,5,6,2,14,100,3.75,231
4.8,2,2,1,1,1,1,1,58,89,1.02,62
6.4,2,4,1,2,2,4,2,229,97,3.75,93
4.6,1,4,1,3,2,1,3,26,99,2.65,124
2.1,1,6,1,2,2,4,1,95,89,3.95,89
0.4,0,4,1,2,2,2,2,2,90,0.91,64
8.4,1,3,1.5,2,2,3,10,65,97,0.68,199
6.1,896,6,2,3,4,6,2,32,99,1.8,178
1.7,117,4,1,1,3,1,3,34,99,3.25,252
4.2,82,2,1,0,1,1,1,128,87,6.23,8
2.9,3,3,1,0,1,1,1,28,87,3.09,97
2.2,1,2,1,1,1,1,3,34,99,1.43,67
2.9,13,2,1,1,1,1,1,34,92,1.1,33
3,2,2,1,1,1,2,1,3,100,1.84,44
4.5,2,9,3,3,5,8,2,25,98,2.11,449
4.1,24,2,1,1,1,2,3,35,91,2.46,602
3.5,3,1,1,1,1,1,1,37,96,8.28,56
6.6,5,2,1,1,1,1,2,74,94,2.33,30
3.6,10,8,1,3,3,4,1,5,88,0.29,148
5.8,7,3,1,0,2,2,2,50,100,2.48,81
7.4,77,2,1,1,1,1,31,4,100,0.06,157
1.3,2,6,1,2,2,2,1,55,100,4.62,100
2,0,4,1,2,2,1,1,5,100,1.43,98
2.7,1,3,1,1,1,2,2,154,98,4.91,83
3.2,1,2,1,1,1,2,3,4,100,0.6,47
4.2,82,2,1,0,1,1,1,110,92,6.2,7
6.1,896,8,3,4,4,8,2,30,91,1.88,247
4.6,9,3,3,1,2,2,1,86,89,1.62,30
5.7,6,8,1.5,3,4,4,2,139,99,4.28,155
4.7,7,8,3,4,4,6,3,162,97,3.15,306
1.2,11,6,1,3,4,1,1,3,100,0.52,146
8.6,2,2,1,1,1,1,1,66,98,1.9,80
1.2,1,10,3.5,4,5,8,2,65,99,5.09,304
3.5,4,2,1,1,1,1,1,96,99,2.78,75
1.7,117,6,2,2,4,1,3,17,91,2.71,301
4.5,1,6,1,1,3,1,2,55,96,1.54,96
1.7,7,16,4,8,10,1,2,11,98,3.14,603
3.8,3,4,1,1,2,2,2,45,97,4.59,175
4.5,0,6,2,2,2,1,2,4,100,0.86,350
5,4,4,1,1,1,1,1,2,100,1.22,19
0.6,0,2,1,1,1,1,1,31,97,8.45,36
4.8,26,6,2,3,3,1,2,105,94,4.3,172
8.1,1,2,1,1,1,2,1,33,100,2.32,68
0.5,2,2,1,1,1,2,1,13,100,2.44,83
6.2,1,2,1,1,1,1,2,25,100,0.73,118
4.8,7,2,1.5,1,1,1,2,30,93,0.72,54
5.9,1,16,3,3,4,12,2,33,100,2.95,247
4.4,63,3,1,1,1,2,2,75,95,4.23,19
2.5,22,4,1,2,1,1,1,3,100,1.67,500
6.6,4,1,1,1,1,1,2,59,98,3.37,41
4.2,1,3,1,0,1,1,3,25,95,1.63,101
4.6,1,7,2,3,3,5,3,93,97,3.12,198
4,1,2,3,1,1,2,2,23,84,1.06,59
7.2,69,2,0.5,1,2,2,3,1,20,1,67
5.4,1,4,1,1,2,2,1,2,100,0.33,115
3.5,1,5,1,2,3,4,1,93,98,2.27,72
4,1,10,3,5,6,10,3,71,93,1.57,394
0.9,1,2,1,1,1,2,2,3,93,0.58,78
3.5,2,4,1,2,2,1,2,40,93,2.82,84
5.9,2,2,1,1,1,2,1,78,97,1.16,73
2.7,1,10,1,3,4,4,2,84,95,4.29,112
6.6,1283,2,1,0,1,2,2,7,80,0.55,145
7,4,4,1.5,3,1,1,2,19,95,1.05,44
2.2,1,8,1,3,3,1,2,72,89,3.03,89
5.8,2,3,1,1,1,2,2,146,99,5.59,93
3.7,9,16,4,6,16,2,2,13,92,1.06,149
6.2,13,1,1,1,1,1,2,40,93,1.27,27
3.9,1,4,1,1,2,1,1,55,98,1.34,256
1.7,117,6,2,2,4,1,3,31,94,2.95,343
0.5,1,4,1,2,3,2,2,12,95,2.88,89
6.6,48,1,1,1,1,1,1,247,92,3.37,82
4.4,63,7,1,3,3,6,1,64,96,5.6,26
4.1,2,8,3,4,6,1,4,5,96,0.26,280
1.8,2,2,1,0,1,1,1,205,97,10.05,75
6.5,6,4,1,1,1,2,28,126,98,2.1,57
11.6,4,2,1,0,1,1,30,2,100,0.13,80
6.1,896,6,2,2,3,4,2,31,90,0.74,122
1.8,6,4,1,0,3,1,2,77,96,4.02,77
4.6,1,12,3,5,5,7,3,30,100,0.59,795
4.4,1,2,1,1,1,1,1,17,99,0.9,96
0.5,0,3,1,1,2,2,1,8,100,1.8,66
4.6,3,11,2,4,5,8,3,36,97,0.75,271
3.8,0,8,1,2,2,1,1,1,60,0.29,69
2.1,5,2,3,1,1,16,1,11,100,1.27,52
1.4,3,8,1,2,5,1,1,8,93,0.8,183
6.4,2,2,1,1,1,2,2,61,95,0.92,110
3,3,4,1,2,2,5,1,10,96,1.89,106
1.5,38,4,1,0,2,2,2,48,97,4.53,349
5.2,2,1,1,1,1,1,2,72,99,2.94,34
1.2,5,5,1,2,2,4,2,38,85,3.7,117
5.2,3,8,1,2,3,4,1,75,97,5.11,133
1.4,2,4,1,1,1,2,1,109,96,7.02,105
4.1,3,2,1,1,1,1,1,1,100,0.07,35
4.7,12,1,1.5,1,1,1,2,6,93,0.33,48
8.8,21,8,2,3,3,6,2,22,95,0.41,280
6.6,1283,4,2,2,2,4,2,24,98,1.32,254
0.8,3,2,2,1,1,1,1,4,95,0.9,103
2.6,1,2,1,1,2,2,1,232,98,7.71,77
3.9,3,4,1,0,2,1,1,18,85,0.58,77
1.4,2,6,1,2,5,3,1,52,95,3.43,76
0.9,20,6,1,2,3,1,1,16,96,3.38,204
3.5,38,6,2,2,4,4,2,67,96,4.41,102
7.4,2,1,1,1,1,1,13,37,96,0.97,20
3.6,596,6,2,2,3,1,2,57,95,3.23,287
2.6,1,1,1,0,1,1,1,15,97,2.09,49
2.1,1,7,2,3,5,7,2,40,89,2.09,96
7.8,6,1,1,1,3,1,1,21,94,2.35,21
4.9,1,2,1,1,1,1,5,18,100,0.63,151
3.8,7,2,1,1,1,1,2,4,90,0.1,65
8.1,2,2,1,1,1,2,2,232,99,2.41,87
5.4,15,2,1,1,1,1,1,96,91,4.99,102
4.9,1,2,1,1,1,2,1,10,96,1.08,115
5.9,6,2,1,0,0,1,1,239,95,7.26,59
1.3,569,6,1,3,3,1,1,4,80,4,75
2.9,1,10,2,4,6,6,1,91,99,3.74,224
4.5,1,3,1.5,2,2,1,2,13,97,1.36,21
7.2,2,4,1,1,2,2,1,33,97,1.39,101
4.2,82,2,1,0,1,1,1,132,92,5.58,14
7.9,1,2,1,1,1,2,3,74,99,2.57,50
0.8,1,2,1,1,1,1,1,21,99,2.57,43
6.5,1,4,1,2,2,1,1,114,98,1.63,96
4.1,1,6,2,3,3,1,21,3,100,0.28,198
2.5,1,2,1,1,1,2,2,25,99,0.9,47
8,0,2,1,1,1,2,1,482,97,6.87,80
1.4,1,6,1,2,2,3,1,58,96,3.95,95
1.1,1,2,1,1,1,1,1,3,100,0.25,126
1.2,2,5,1,3,3,1,2,31,99,3.16,166
1.8,3,6,2,3,3,1,2,56,100,3.43,93
1.6,5,4,1,1,4,2,1,1,80,0.15,645
6.1,463,10,1,3,6,1,2,216,97,4.12,196
3,6,7,1,1,1,1,1,2,100,0.3,33
6.6,1283,2,1,1,1,2,2,15,92,0.78,174
6.1,896,4,1,1,2,2,2,4,90,1.07,128
4.5,2,4,1,2,3,4,3,10,92,1.16,96
0.7,1,4,1,2,2,1,1,10,94,1.55,85
6.4,1,2,1,1,1,1,3,3,93,0.61,79
3.7,0,8,2,3,3,6,2,7,97,1.5,177
2.7,0,4,1,2,2,4,2,7,91,1.35,92
3.8,1,1,1,1,1,1,1,3,93,0.36,37
0.6,33,2,3,1,2,1,1,1,100,0.27,27
3.9,2,8,1.5,3,4,8,2,1,100,0.17,139
2.1,34,6,1,2,2,4,2,1,100,0.36,500
2.1,0,4,1,0,2,1,2,16,98,2.74,96
9,2,6,2.5,2,1,3,3,30,89,0.57,193
6.1,896,2,1,0,1,2,2,29,97,4.48,131
5.5,4,4,1,2,2,4,1,248,96,5.6,142
3.1,6,1,1,1,1,1,2,17,100,0.91,37
8.5,1,2,1,1,1,1,3,79,99,1.34,124
4.4,3,2,1,1,1,1,1,150,98,3.35,41
2.6,22,6,2,2,4,6,1,68,96,3.32,299
6.4,1,2,1,1,1,1,5,126,99,2.84,58
5.4,15,2,1,1,1,1,1,90,91,5.28,86
2.4,1,2,1,1,1,1,2,26,99,5.06,123
3.2,2,2,1,1,1,1,2,5,100,0.54,75
8.8,1,1,1,1,1,1,21,2,100,0.33,50
3.7,5,1,1,1,1,1,1,4,90,0.57,36
7.8,2,3,1,1,1,1,2,227,97,2.5,84
3,1,8,1.5,3,5,6,2,57,95,3.3,117
1.3,569,4,1,2,2,1,1,15,91,4.29,97
4.1,1,8,3.5,4,4,8,2,55,97,2.92,190
2.2,44,3,1,0,1,1,1,76,91,5.07,198
5.2,1,8,2,2,5,6,2,30,97,3.67,298
1.6,38,8,2,4,5,1,1,10,98,2.63,449
4.9,1,8,4,3,3,1,2,35,99,1.59,321
5.8,2,2,1,1,1,1,2,24,100,1.12,197
6.2,33,8,2,2,6,3,1,92,98,5.4,145
6.9,2,16,2,5,10,10,1,14,99,4,149
2.4,1,16,3.5,6,7,10,2,93,98,3.36,320
4,32,4,1,1,2,1,21,3,100,0.14,132
8.8,21,6,1,2,2,2,2,14,97,0.3,254
0.7,0,2,1,1,1,1,1,4,95,0.57,64
3.8,1,8,2,3,5,4,2,82,98,2.03,185
0.4,9,11,1,4,3,3,1,2,60,0.71,168
1.8,4,1,1,1,1,1,1,13,97,1.59,50
9.5,1,4,1,1,2,2,2,11,91,0.33,77
2.9,3,2,1,1,1,2,2,44,98,2.42,78
1.7,117,6,2,2,3,1,3,22,97,2.31,302
4.3,53,9,1,2,4,4,1,19,92,2.59,253
3.5,4,2,1,1,1,1,1,89,98,2.58,77
5.1,1,4,1,1,3,1,2,19,95,0.87,179
6.6,2,3,1,1,2,2,1,14,99,2.51,151
6.7,12,4,1,1,4,1,3,53,96,1.25,25
4.3,53,12,2.5,3,8,6,2,31,94,4.25,397
1.7,117,7,2.5,3,6,1,3,19,100,1.99,398
7.5,1,6,1,3,4,3,5,41,99,0.97,154
4.1,1,2,1,1,1,2,2,48,97,1.81,155
3.6,3,4,2,2,2,2,3,2,100,0.21,132
8.5,1,2,1,1,2,2,2,48,99,1.22,72
6.9,1,2,1,1,2,1,1,57,94,1.72,28
1.8,4,16,2,6,7,16,60,1,100,0.05,517
2.2,58,3,1,1,1,2,1,90,93,6.12,394
6,1,2,1,1,1,2,3,131,98,2.26,68
7.2,4,4,1,1,1,2,3,3,100,1.73,76
7.4,77,4,1,1,3,1,60,7,91,0.1,129
1.2,11,7,1,3,2,6,1,5,92,1.13,181
1.5,3,8,2,3,3,6,2,10,94,1.02,306
4.8,13,3,1,1,0,5,1,7,86,1.48,52
4.2,82,2,2,0,1,1,1,356,87,7.89,11
3.5,1,4,1,2,2,1,2,23,95,0.56,162
2.7,1,3,1,1,4,2,1,139,96,4.45,54
0.8,3,2,2,1,1,1,1,6,87,1.37,101
4.1,9,10,1,3,6,8,2,129,91,2.82,98
4.6,4,2,2,1,1,2,1,200,97,3.7,50
2.1,2,4,2,3,3,1,5,5,76,0.23,88
6.2,33,7,1,2,4,3,1,75,98,5.84,107
4.1,2,6,1,2,2,5,3,64,93,2.02,92
0.9,20,2,1,1,1,1,1,4,95,3.43,124
5.6,3,2,2,1,1,1,3,4,95,0.07,92
5.6,1,6,2.5,2,3,4,1,166,99,5.78,159
4.2,7,2,1,1,1,1,31,2,100,0.05,134
3.9,4,8,2.5,3,3,6,3,11,96,1.75,298
5.6,3,6,2.5,3,3,6,2,146,95,2.96,142
1.9,1,4,1,2,3,6,2,5,100,0.24,102
2.5,22,2,1,1,1,1,1,29,97,3.83,100
5.5,1,2,1,1,2,2,2,82,98,1.95,59
3.9,3,4,3,1,2,1,3,38,92,1.15,60
6.7,1,4,1,1,1,1,3,4,100,0.48,116
6.2,2,2,1,1,1,2,1,38,98,0.77,48
2.8,1,6,1,2,3,2,2,80,99,2.46,382
4.1,3,12,4,4,6,1,1,3,100,0.35,790
5.7,11,2,1,1,1,1,32,5,100,0.36,32
4.7,0,2,1,0,1,1,1,20,100,4.72,119
6.6,1,2,1,1,1,1,1,51,99,5.52,107
2.2,3,2,1,0,1,2,1,36,96,1.66,61
3.6,596,4,1,1,2,1,2,1,100,1,402
1,0,6,2,3,4,1,2,6,90,1.5,148
1.8,1,6,2,2,5,6,2,30,88,1.67,98
1.1,1,3,1,1,2,2,1,51,96,4.53,119
2.1,1,7,2,2,3,1,2,14,97,0.8,242
4.4,63,3,1,1,1,2,2,55,94,2.93,23
3.8,2,2,1,1,1,1,2,25,99,1.41,53
5.7,2,2,1,1,1,1,10,33,99,0.58,41
6.8,1,4,3,2,2,1,2,16,95,0.46,235
3.6,596,4,1,1,2,1,2,1,100,0.81,400
5.7,1,4,1,2,4,3,2,5,100,0.27,163
4.3,2,4,1,2,2,2,3,4,100,0.18,197
8.5,6,5,1,2,2,2,2,117,91,4.97,207
0.4,0,6,2,2,2,4,1,1,100,0.3,101
4.7,1,4,2,2,2,4,2,45,96,3.39,76
2.5,1,2,1,1,1,2,1,244,98,8.5,126
6.5,56,4,1,2,3,4,1,8,70,1.64,115
6.6,1283,2,1,0,1,2,2,3,100,0.53,146
6.4,36,2,1,0,1,1,31,1,100,0.05,80
1.7,117,6,2,2,4,1,3,32,96,2.79,299
8.6,1,16,3.5,4,10,10,2,72,98,0.93,395
4,1,4,1,2,2,1,1,226,98,8.91,82
3.1,1,4,1,2,2,3,2,95,99,2.79,129
5,4,11,2,3,5,4,1,22,96,2.95,500
7.7,6,2,2,1,1,2,1,94,92,1.21,53
6.3,6,15,4,4,6,8,1,110,98,1.78,738
5.5,1,6,1,2,5,2,2,136,98,2.25,150
3.1,1,4,1,0,2,2,2,43,99,3.7,66
7.8,1,2,1,1,1,2,2,39,97,2.26,140
1.6,1,7,2,3,3,6,1,22,100,4.62,123
3.6,4,2,2,4,4,1,1,8,93,1.49,40
5.5,1,3,1,1,1,2,1,197,89,6.07,50
5.4,2,10,2,2,2,2,1,98,89,2.75,145
3.9,4,10,3.5,4,4,6,3,41,99,1.39,319
3.9,1,2,1,1,1,1,2,147,97,3.37,58
7.4,14,15,3,5,9,10,1,6,93,0.3,690
1,1,6,2,3,3,6,2,81,98,7.39,152
5.2,1,4,1.5,1,1,3,1,405,98,7.18,85
6.5,56,9,2,4,5,6,1,30,96,1.45,219
4.4,63,3,1,1,1,2,1,58,95,4.79,30
5.6,1,5,1,2,2,2,3,78,95,1.22,155
5.1,1,2,1,1,1,2,1,20,95,1.62,64
5,3,16,2,5,7,4,2,43,96,1.08,173
5.2,9,8,1.5,3,5,3,2,117,96,4.55,151
3.9,0,2,1,1,1,1,1,3,100,1.01,60
4.5,3,3,1,2,1,1,1,144,95,4.99,49
4,0,10,2,3,9,1,1,23,95,6.57,207
5.9,1,4,1,1,1,3,2,77,100,1.44,84
4.8,16,3,1,1,2,2,2,50,96,0.89,43
5.2,5,2,2,1,1,1,1,81,93,5.52,33
6.8,1,2,1,1,1,1,3,72,98,1.72,123
6.4,36,4,1,1,2,1,31,1,80,0.11,96
6,1,4,2,2,2,2,2,76,100,2.55,247
2,18,3,1,1,2,2,2,13,100,1.13,300
4.3,25,4,2,2,2,1,10,1,100,0.31,104
4.8,2,2,1,0,1,2,3,11,100,1.83,124
1.4,1,5,2,3,2,2,1,23,96,1.49,98
2.6,5,6,1,3,3,4,2,30,95,1.79,148
6.6,1,8,2,3,4,1,2,1,100,1,169
0.6,5,2,1,1,1,1,1,1,100,0.37,102
1.7,0,6,2,2,3,4,2,21,97,3.94,156
2.7,1,1,1,1,1,1,2,26,100,0.8,65
4.4,63,2,1,0,1,2,1,28,91,5.32,22
6.6,1283,3,1,2,2,3,2,3,100,0.27,256
4,1,6,1,0,2,2,2,61,97,1.81,40
2.9,4,5,1,2,2,6,1,7,100,1.41,250
4.1,24,2,1,1,1,2,4,10,86,0.87,604
11,1,6,1.5,3,3,2,3,31,96,1.73,99
3.6,1,2,1,1,1,1,2,4,100,0.54,344
1,2,6,1,2,3,4,2,27,100,3.21,102
1.5,3,4,1,1,1,2,1,65,96,3.88,151
3.6,2,8,4.5,4,5,6,3,3,100,0.15,397
1.5,38,4,1,1,2,2,2,16,91,1.79,92
3.9,1,4,1,1,1,4,3,48,96,1.59,36
2.2,1,4,1,2,2,2,2,92,98,6.52,83
6.5,56,4,1.5,1,1,4,1,12,100,0.85,152
7.2,69,16,4,4,16,2,2,1,100,0.24,194
2.9,10,12,2,3,6,8,2,14,96,2.31,305
3.5,1,2,1,0,1,1,3,141,95,3.42,88
6.1,2,2,1,1,2,2,2,4,100,2.07,102
5.1,1,7,1,1,1,4,2,107,98,2.46,97
7.4,1,2,1,1,1,1,2,74,99,3.27,90
4.7,12,6,2,2,2,4,2,1,100,1,397
1.8,1,5,2,3,3,4,3,9,96,1.02,171
2,22,9,2,3,4,8,1,24,98,2.29,223
4.4,63,5,1,2,2,4,1,36,95,4.93,23
1.7,117,10,3.5,4,5,1,1,22,95,3.93,297
2.1,0,3,1,0,2,1,2,15,97,2.6,101
2.4,1,8,1,3,4,2,2,65,97,5.93,82
4.3,4,2,1,0,1,1,3,89,97,4.55,78
5.2,5,2,1,1,1,1,1,29,95,4.48,26
0.5,0,8,1,3,3,2,2,3,100,0.8,124
3.1,1,1,1,1,1,1,1,7,87,0.96,108
2.2,58,3,1,1,1,2,1,60,86,4.08,403
0.8,1,8,2,2,4,4,2,9,100,1.13,395
5.5,1,6,1,3,3,4,4,137,98,3.45,94
4.9,1,5,1,2,2,2,1,117,95,3.16,54
5.1,2,4,1,2,2,4,14,2,80,0.05,43
6.1,896,4,1,0,2,2,2,56,98,8.89,133
4.6,1,6,1,2,2,4,4,13,98,1.4,184
0.9,0,2,1.5,1,1,1,1,1,100,0.18,41
6.4,11,10,1,2,3,1,1,470,84,6.72,73
3.5,3,4,1,1,2,1,3,74,98,6.27,58
8.1,2,2,1,1,1,1,2,44,98,0.95,98
5.6,3,4,1,1,2,1,2,15,95,1.95,189
8.5,1,4,1,1,1,2,2,37,98,4.32,120
1.3,569,6,1,2,2,1,1,3,67,3,69
1.8,6,4,1,0,3,1,2,73,94,3.6,101
5.3,4,6,1,2,4,4,1,50,99,2.86,153
4.6,3,14,2.5,3,7,9,3,14,100,0.68,424
6.9,7,2,1,1,1,1,2,81,99,1.17,71
0.8,3,2,2,1,1,1,1,12,93,2.95,102
3.6,39,8,1,2,2,3,1,9,89,1.13,94
7.6,1,2,1,1,1,2,2,7,97,0.34,67
2.6,22,6,1.5,2,3,1,3,35,93,2.23,251
5.6,1,5,1,2,3,2,3,71,96,1.5,79
4.3,53,10,2,2,5,2,1,90,94,1.95,203
6.1,1,3,1,1,2,1,1,115,98,6.08,88
1.2,2,8,1,4,4,1,2,21,91,1.64,131
4.8,16,4,1,1,2,2,2,13,97,0.29,48
4.3,1,6,2,2,2,4,3,89,97,3.76,197
0.4,6,2,1,1,1,2,1,3,93,1.7,98
7.7,16,2,2,1,1,1,1,123,95,1.83,22
6.2,2,6,2,2,2,5,2,99,96,2,129
2.2,58,3,1,0,1,2,1,101,95,6.87,395
5.6,9,6,1,3,3,4,2,20,99,0.47,177
3.5,1,4,2,2,3,1,3,30,97,1.09,117
5.8,7,4,1,1,2,2,3,12,98,0.3,69
3.1,2,7,1,3,3,5,2,42,97,2.43,126
0.4,0,5,1,2,2,1,1,5,80,1.26,72
6.1,896,4,2,2,2,4,2,42,94,1.3,182
6.4,2,4,1,2,2,2,2,13,98,1.73,181
2.9,1,5,1,1,4,2,1,172,95,5.52,74
